"","Point.d.�.chantillonnage","date","X.OD","O2..mg.L.","Conductivit�...µs.cm2.","pH","Temp�.rature..oC.","Signe.COLI","COLI","M�.U.0089.T�.U.0089.O","Ag..µg.L.","Al..µg.L.","As..µg.L.","Ba..µg.L.","Be..µg.L.","Ca..µg.L.","Cd..µg.L.","Co..µg.L.","COT..µg.L.","Cr..µg.L.","Cu..µg.L.","Fe..µg.L.","K..µg.L.","Mg..µg.L.","Mn..µg.L.","Mo..µg.L.","Na..µg.L.","NH3..µg.L.","Ni..µg.L.","Ptot..µg.L.","Pb..µg.L.","MES...mg.L.","Sb..µg.L.","Se..µg.L.","Sn2.ug.L","U..µg.L.","V..µg.L.","Zn..µg.L."
"1048","AAO-6.5","2011-07-19",113,9.38,871,8.2,24.2,"=",640,1,0.1,1935,1.5,79.1,0.1,82840,0.1,1.1,4.9,3.2,4.1,2014,4072,25600,99.1,4.4,58640,71,4.2,226,2.9,78.1,0.5,0.5,1,1.5,5.2,17.8
"1049","AAO-6.5","2011-10-03",67,7.08,799,7.6,13,"=",2200,0,0.1,343.4,0.5,53.9,0.1,82220,0.1,0.5,6.6,0.6,2.602,393,3534,24340,20,3.7,38980,34.4,4,49,0.4,10.8,0.5,0.5,1,2.1,1.3,8
"1050","AAO-6.5","2011-10-18",83,8.74,1180,8,12.2,"=",480,-2,0.1,126.7,0.6,71.7,0.1,105796,0.1,0.3,5.2,0.3,1.833,266.8,4236,32980,42.4,4.2,83260,20,3.1,33,0.3,2.8,0.5,0.5,1,2.2,0.8,5.6
"1051","AAO-6.5","2011-11-14",68,7.25,1291,8.1,12,"=",160,1,0.1,1108.4,0.8,91.2,0.1,123006,0.1,0.9,6,2.4,2.742,1364.6,5248,38300,176.7,5.3,105164,87,4.1,103,2.1,34,0.5,0.5,1,2.4,2.6,45.4
"1052","ANG-2","2011-05-10",111,10.61,490,8.1,17.4,"<",10,1,0.1,25.1,0.6,36.1,0.1,76380,0.1,0.1,5.1,0.3,1.063,66.2,1893.6,14576,23.3,1,6942,20,0.7,24,0.3,2.6,0.5,0.5,1,1.3,0.7,3
"1053","ANG-2","2011-06-08",NA,NA,331,9.1,27.1,"<",10,1,0.1,19.1,0.9,24.5,0.1,37780,0.1,0.1,6,0.3,1.243,38.5,736.6,14782,5.7,1,6792,20,0.7,21,0.3,1.9,0.5,0.5,1,1.1,1.2,4.5
"1054","ANG-2","2011-06-27",123,9.7,296,9,28.1,"<",10,-2,0.1,15.4,1,23,0.1,32560,0.1,0.1,5.9,0.3,0.851,46.6,795.4,14008,7.8,1,6930,20,0.6,14,0.2,0.5,0.5,0.5,1,0.8,1.3,9.1
"1055","ANG-2","2011-08-29",102,9,395,8.2,21.3,"=",290,0,0.1,35.9,1.8,35.4,0.1,48140,0.1,0.1,8,0.3,0.649,62.1,2186,13898,39.1,1,7256,20,0.6,25,0.3,5.6,0.5,0.5,1,0.6,1.8,3
"1056","ANG-2","2011-09-19",93,8.71,396,8.2,18.3,"<",10,1,0.1,44.5,1.7,33.3,0.1,49000,0.1,0.1,8,0.3,0.816,80.9,2250,14026,32.7,1,7356,20,0.7,31,0.6,6.1,0.5,0.5,1,0.7,1.6,3
"1057","ANG-2","2011-11-07",93,11.18,399,8.2,7.5,"<",10,0,0.1,59.7,1.2,36.9,0.1,57560,0.1,0.1,6.5,0.6,1.28,105.1,2362,14826,25,1,7474,20,0.8,40,6.7,10.8,0.5,0.5,1,0.6,1,17.2
"1058","ANG-2","2011-11-22",94,12.37,412,8.2,3.7,"<",10,1,0.1,37.3,1.6,40.8,0.1,64760,0.1,0.1,6.3,0.5,1.04,65.2,2652,15916,15.1,1,8118,NA,0.7,24,0.5,4.4,0.5,0.6,1,0.7,0.9,8.5
"1059","BER-0.0","2011-07-05",NA,NA,710,7.6,22.4,"=",520,-2,0.1,18.4,0.4,39.3,0.1,56860,0.1,0.1,6.7,0.3,2.128,276.4,2158,10846,64.9,1.7,60380,52.3,1.2,32,0.4,0.9,0.5,0.5,1,0.3,0.5,5.3
"1060","BER-0.0","2011-11-01",94,11.78,291,8.1,5.6,"=",27,1,0.1,270.8,0.5,23.6,0.1,21020,0.1,0.2,5.7,1.2,1.869,447.8,1358.4,4856,23.4,1,17432,46.2,1.1,30,0.6,2.8,0.5,0.5,1,0.2,1,9.1
"1061","BER-0.0","2011-11-16",61,7.01,689,7.9,9.1,"=",260,-1,0.1,102.9,0.7,40.1,0.1,62220,0.18,0.2,3.8,1.2,3.816,537.4,2278,10956,54.9,1.5,49600,50.9,1.4,33,1.7,6,0.5,0.5,1,0.3,0.8,18.2
"1062","BER-0.0","2011-05-17",74,8.43,972,7.7,8.9,"=",540,-1,0.1,195,0.5,40.8,0.1,77460,0.1,0.2,3.6,0.9,3.872,436.2,2864,14434,31.3,2.3,90840,29,1.7,24,0.8,5.6,0.5,0.5,1,0.7,0.8,16.2
"1063","BER-0.0","2011-06-15",82,7.96,1469,7.6,15.7,"=",150,-2,0.1,29.7,0.4,67.1,0.1,121584,0.1,0.2,3,0.3,1.598,352,3656,25200,100.7,1.7,137584,110.1,1.7,21,0.3,3.2,0.5,0.5,1,0.8,0.4,6.5
"1064","BER-0.0","2011-08-31",87,8.42,1634,7.8,16.3,"=",1200,-2,0.1,81.8,0.4,75.6,0.1,137062,0.1,0.3,2.8,0.6,2.318,358.2,4716,27100,60.9,2.1,140936,80,2.4,27,1.2,6.9,0.5,0.5,1,1.2,0.6,7.5
"1065","BER-0.0","2011-09-27",70,6.93,1559,7.6,15.3,"=",550,-1,0.1,61.8,0.5,71.9,0.1,129568,0.1,0.2,9.8,0.8,2.7,391.8,3894,27400,56.9,1.8,133778,50.5,1.8,35,1.1,4.3,0.5,0.5,1.1,0.8,0.6,9.2
"1066","BER-0.7P1","2011-05-17",95,10.93,1104,7.7,8.9,"=",2000,-1,0.1,45.1,0.2,40,0.1,120096,0.1,0.1,2.1,0.3,2.476,121.4,4320,25300,20.8,2.2,75060,20,2.1,13,0.2,2.3,0.5,0.5,1,1.3,0.4,10.4
"1067","BER-0.7P1","2011-06-15",98,9.8,938,7.8,14.6,"=",25000,-2,0.1,46.7,0.4,36.5,0.1,98920,0.1,0.1,2.8,0.3,2.806,140.6,3940,22140,17.2,1.5,56560,20,1.7,22,0.2,1.7,0.5,0.5,1,1.1,0.4,4.1
"1068","BER-0.7P1","2011-07-05",87,8.23,927,7.8,17.9,"=",4900,-2,0.1,69,0.5,32.9,0.1,81440,0.1,0.1,7.7,0.4,4.672,164.5,3260,18008,14,1.3,72720,20,1.4,47,0.2,3.1,0.5,0.5,1,0.9,0.6,4.7
"1069","BER-0.7P1","2011-08-31",96,9.26,1371,7.9,16.7,"=",4700,-2,0.1,15.1,0.2,53.7,0.1,148344,0.1,0.1,2.2,0.3,3.048,71.5,5840,31500,13.4,1.8,74880,20,3.1,22,0.2,1.3,0.5,0.5,1,1.8,0.2,4.7
"1070","BER-0.7P1","2011-09-27",71,6.87,1132,7.7,17,"=",6000,-1,0.1,67.8,0.4,45.6,0.1,122114,0.1,0.1,3.2,0.6,6.064,101.9,4870,26860,14,1.5,66560,91.8,2.5,128,0.2,1.7,0.5,0.5,1,1.3,0.3,5.4
"1071","BER-0.7P1","2011-11-01",88,9.54,1025,7.7,11.3,"=",6000,1,0.1,37.7,0.3,45.1,0.1,118924,0.1,0.1,2.9,0.3,6.308,109.5,4676,24300,15.5,1.5,51660,251.4,2.1,75,0.2,2.1,0.5,0.5,1,1.2,0.4,4.7
"1072","BER-0.7P1","2011-11-16",84,9.01,1205,7.8,11.7,"=",580,-1,0.1,26.4,0.5,51.9,0.1,142674,0.1,0.1,2.7,0.5,3.514,88.2,5028,29980,17.7,1.3,60980,40,2.2,43,0.2,0.7,0.5,0.5,1,1.6,0.3,6.1
"1073","BER-1.2","2011-05-17",80,9.21,1118,7.6,9,"=",640,-1,0.1,138.9,0.3,44.3,0.1,82620,0.1,0.2,4,0.7,3.674,476,2916,14906,39.9,2,NA,59.6,1.6,27,0.7,4.7,0.5,0.5,1,0.7,0.9,15.5
"1074","BER-1.2","2011-06-15",82,8.3,1682,7.4,14.3,"=",220,-2,0.1,15.6,0.3,79.5,0.1,148058,0.1,0.3,2.8,0.3,1.149,567.6,3418,27160,113.1,1.6,162146,130.2,1.6,17,0.3,2.2,0.5,0.5,1,0.7,0.3,7.1
"1075","BER-1.2","2011-07-05",73,6.91,1576,7.4,17.4,"=",550,-2,0.1,32.8,0.4,78.8,0.1,134356,0.1,0.2,3.2,0.3,1.434,495.8,3326,26120,109.7,1.5,147256,154,1.7,22,0.7,3.6,0.5,0.5,1,0.6,0.6,11.1
"1076","BER-1.2","2011-08-31",79,7.94,1735,7.8,16.1,"=",1300,-2,0.1,21,0.3,80.4,0.1,130944,0.1,0.2,2.8,0.3,1.971,452.8,4020,24780,77,2,163276,63.4,1.8,20,0.5,3.7,0.5,0.5,1,0.8,0.4,7.8
"1077","BER-1.2","2011-09-27",69,6.9,1642,7.7,15.1,"=",600,-1,0.1,18.4,0.4,85.9,0.1,138640,0.1,0.2,4.1,0.6,1.861,432.6,3728,28260,71.1,1.4,154960,51.7,1.4,35,0.5,1.4,0.5,0.5,1,0.5,0.4,7.3
"1078","BER-1.2","2011-11-01",78,9.06,1492,7.5,8.2,"=",99,1,0.1,26.4,0.3,73.4,0.1,123474,0.1,0.2,2.9,0.5,2.618,575.8,3360,23480,67.7,1.1,128338,29.4,1.3,19,0.6,2.7,0.5,0.5,1,0.5,0.4,10
"1079","BER-1.2","2011-11-16",65,7.52,1008,7.7,9.2,"=",440,-1,0.1,39.2,0.5,56.8,0.1,86220,0.1,0.2,3.8,0.7,2.726,532.4,2782,15534,87.4,1.3,74740,43.2,1.2,30,0.5,3.2,0.5,0.5,1,0.4,0.5,15.6
"1080","BER-3.3","2011-05-17",92,10.41,1539,7.7,9.5,"=",480,-1,0.1,191.7,0.3,47.6,0.1,93040,0.1,0.2,4.1,0.8,3.47,487,4062,19194,35.5,2.9,NA,56,1.9,25,0.6,5,0.5,0.5,1,0.9,1,14.2
"1081","BER-3.3","2011-06-15",89,9.14,1703,7.2,13.9,"=",45,-2,0.1,28,0.3,72.4,0.1,123246,0.1,0.2,2.6,0.3,2.09,941,4180,27540,80.6,1.7,191218,87.3,1.8,14,0.2,3.3,0.5,0.5,1,0.5,0.6,7.1
"1082","BER-3.3","2011-07-05",86,8.44,1511,7.4,15.8,"=",27000,-2,0.1,33.9,0.4,70.1,0.1,115182,0.1,0.2,2.6,0.3,1.894,967.8,3712,25620,84,1.4,158280,85.3,1.3,19,0.3,2.6,0.5,0.5,1,0.4,0.8,6.8
"1083","BER-3.3","2011-08-31",93,9,1724,7.6,16.8,"=",590,-2,0.1,25.4,0.3,67.7,0.1,110284,0.1,0.2,3.2,0.3,3.808,702.6,4566,23880,61,2.6,182138,440.7,1.5,30,0.2,2.9,0.5,0.5,1,0.6,0.7,7.7
"1084","BER-3.3","2011-09-27",84,8.01,1423,7.5,16.7,"=",450,-1,0.1,26.9,0.4,64.4,0.1,106864,0.1,0.2,3.5,0.7,2.896,843.2,3652,25000,64.4,1.5,142026,67.6,1.2,19,0.2,3.7,0.5,0.5,1,0.4,0.7,8.8
"1085","BER-3.3","2011-11-01",94,10.16,1267,7.8,11.8,"=",27,1,0.1,28.4,0.3,55.8,0.1,91100,0.1,0.1,2.4,0.6,2.592,762,3268,19752,56.2,1.1,NA,76.2,1,16,0.8,2.4,0.5,0.5,1,0.3,0.6,5.4
"1086","BER-3.3","2011-11-16",89,9.7,1079,8,11.4,"=",18,-1,0.1,23.6,1.2,50.4,0.1,83220,0.1,0.1,2.5,0.6,2.922,725.2,2818,19164,54.9,1.5,96660,56,0.9,16,0.2,2,0.5,0.8,1,0.3,0.4,4.3
"1087","BER-3.7","2011-05-17",98,11.12,833,7.9,9.5,"=",370,-1,0.1,172.4,0.4,36.7,0.1,74120,0.1,0.2,5.5,0.6,2.864,299.6,2942,13774,21.2,2.2,65140,20,1.8,34,0.6,4.3,0.5,0.5,1,0.8,0.9,15.7
"1088","BER-3.7","2011-06-15",114,10.3,1050,7.9,20.6,"=",460,-2,0.1,46.9,0.5,59.2,0.1,94600,0.1,0.3,4.7,0.3,1.94,393.6,3080,21160,139,1.8,82320,107.3,1.7,87,0.3,52,0.5,0.5,1,0.5,0.6,7.6
"1089","BER-3.7","2011-07-05",66,5.51,661,7.7,24.2,"=",230,-2,0.1,105.4,1,46.5,0.1,63620,0.1,0.4,7.6,0.5,1.248,1080,2622,12078,318.8,1.3,46620,233.2,2.1,211,0.8,12.3,0.5,0.5,1,0.2,1.2,8.9
"1090","BER-3.7","2011-08-31",88,8.35,1503,7.8,17.8,"=",81,-2,0.1,78.5,0.6,77.3,0.1,123174,0.1,0.5,5.6,0.4,1.412,679.8,3326,24240,222.4,1.9,134828,153.9,2.2,67,0.7,5.1,0.5,0.5,1,0.8,0.8,8.6
"1091","BER-3.7","2011-09-27",84,7.84,933,8,18,"=",580,-1,0.1,41.3,0.6,58,0.1,80060,0.1,0.2,3.5,0.8,0.858,514.2,2308,17442,94.1,1.4,70320,20,1.5,36,0.4,7.2,0.5,0.5,1,0.4,0.5,6.9
"1092","BER-3.7","2011-11-01",113,13.38,1357,7.8,7.8,"<",10,1,0.1,58.3,0.4,61.2,0.1,134932,0.1,0.2,2.1,0.5,1,530.6,2806,25180,76,1.6,96080,20,1.5,23,0.6,11.3,0.5,0.5,1,0.7,0.7,12.4
"1093","BER-3.7","2011-11-16",92,10.56,752,8,9.3,"=",63,-1,0.1,165.8,0.5,30.7,0.1,79640,0.1,0.3,4.1,1.1,2.548,600.4,2336,15664,76.3,2,49920,20,1.6,40,1.3,11.1,0.5,0.5,1,0.3,1,21.8
"1094","BER-4.6","2011-05-17",82,9.38,742,7.8,9.4,"=",440,-1,0.1,184.8,0.4,41.2,0.1,75300,0.1,0.8,8,0.5,2.428,274,2960,15064,22.1,2.1,52120,20,2.5,38,0.5,5.4,0.5,0.5,1,1,0.8,17.4
"1095","BER-4.6","2011-06-15",45,4.18,644,7.6,18.4,"=",520,-2,0.1,82.2,0.8,47.5,0.1,60300,0.1,0.4,7.1,0.3,2.408,957.4,3240,13390,170.8,2.8,51800,146.6,2.5,101,0.5,6.6,0.5,0.5,1,0.5,0.8,12.2
"1096","BER-4.6","2011-07-05",NA,NA,423,7.6,21.5,"=",1200,-2,0.1,149.1,0.9,38.9,0.1,38260,0.1,0.3,8.6,0.5,2.846,811.2,2614,7514,231.2,1.7,33780,72.2,2.4,104,0.8,10.6,0.5,0.5,1,0.2,1.2,15.4
"1097","BER-4.6","2011-08-31",68,6.24,751,7.8,19,"=",6000,-2,0.1,76.2,0.6,55.4,0.1,80380,0.1,0.4,6.1,0.3,3.078,674.4,3598,20160,99.5,2.9,38520,30.9,3.1,77,0.4,6,0.5,0.5,1,0.9,0.7,9.1
"1098","BER-4.6","2011-09-27",57,5.38,526,7.8,17.5,"=",360,-1,0.1,163,0.8,38.7,0.1,51020,0.1,0.3,3.4,1.5,2.514,543.6,2814,11786,56.3,1.8,30360,73.7,2.3,101,0.9,6.6,0.5,0.5,1,0.4,0.9,18
"1099","BER-4.6","2011-11-01",46,5.15,1066,7.6,9.9,"=",99,1,0.1,42,0.5,71,0.1,108224,0.1,0.3,5.4,0.5,2.492,589,4964,23960,77.4,2.3,68000,148.8,3.9,286,0.4,6.1,0.5,0.8,1,1.2,0.6,19.9
"1100","BER-4.6","2011-11-16",64,7.08,423,7.9,10.6,"=",1700,-1,0.1,209,0.6,42.7,0.1,49280,0.1,0.4,9.2,0.9,3.086,534,3984,8710,55.4,3,23600,20,2.8,468,0.8,26.6,0.5,0.5,1,0.4,1,29.5
"1101","BOU-0.0","2011-05-10",79,8.42,1255,7.9,12,"=",27,1,0.1,218.8,0.4,59.5,0.1,99740,0.108,0.5,12.4,0.6,2.54,778.2,4766,20260,91.6,1.9,NA,202.8,2.1,32,1.2,11.5,0.5,0.5,1,1.2,1.1,20.5
"1102","BOU-0.0","2011-06-08",NA,NA,1150,7.6,20.4,"=",90,1,0.1,50.6,0.6,56,0.1,85420,0.1,0.3,16.4,0.3,1.889,652,4810,21740,92.4,1.9,NA,78,1.6,30,0.5,4.1,0.5,0.5,1,0.7,0.7,8.8
"1103","BOU-0.0","2011-06-27",76,6.61,1061,8,22.2,"=",170,-2,0.1,61.9,0.5,62.6,0.1,87180,0.1,0.3,5.3,0.4,2.27,478,5962,19630,38.7,2.8,NA,267.1,2.1,41,0.5,2.8,0.5,0.5,1,1,1,7.3
"1104","BOU-0.0","2011-08-29",88,8.37,723,7.9,17.2,"=",600,0,0.1,394.8,0.5,49.1,0.1,72960,0.1,0.5,7.5,1.1,4.99,706.2,5596,13232,28.3,4.3,41260,92.5,2.9,52,1,14,0.5,0.5,1,1.3,1.4,22.5
"1105","BOU-0.0","2011-09-19",90,8.78,1162,8.1,15.8,"=",400,1,0.1,186,0.4,69.5,0.1,106048,0.1,0.3,5.3,0.7,2.076,543,6676,25300,36,3.4,95920,20,2.4,24,1.1,8,0.5,0.5,1,1.5,1,9.1
"1106","BOU-0.0","2011-11-07",97,11.43,978,8.1,7.9,"=",90,0,0.1,162.1,0.4,52.9,0.1,88680,0.1,0.2,3.9,0.9,1.94,412.4,4606,21540,24.4,2.7,72120,60.6,2.2,24,0.8,7.2,0.5,0.5,1,1.1,0.8,9.1
"1107","BOU-0.0","2011-11-21",100,12.83,958,8.1,4.6,"=",36,1,0.1,221,0.4,50.9,0.1,83400,0.1,0.3,4.4,1,2.58,457.6,5024,21220,31,2.9,73940,22.8,2.2,58,0.8,7.7,0.5,0.5,1,1.1,1,14.2
"1108","BOU-1.0","2011-05-10",89,9.15,1294,7.9,13.5,"=",81,1,0.1,208.4,0.4,56,0.1,105114,0.1,0.4,15.2,0.6,3.928,781.4,4916,20660,79.4,1.8,124612,217,2.1,47,1.3,11.5,0.5,0.5,1,1.1,1.1,21.7
"1109","BOU-1.0","2011-06-08",NA,NA,1265,7.7,20.4,"=",200,1,0.1,111.9,0.5,56.1,0.1,87500,0.1,0.3,17.7,0.4,2.022,743.4,4864,22800,85.2,1.8,NA,97.2,1.7,49,0.7,6,0.5,0.5,1,0.7,0.9,6.4
"1110","BOU-1.0","2011-06-27",73,6.54,1123,7.9,21.6,"=",320,-2,0.1,88.1,0.5,65.9,0.1,94600,0.1,0.3,5.5,0.4,2.276,595.2,6512,21700,53.3,3,NA,182.6,2.1,43,0.6,4.6,0.5,0.5,1,1,1.1,7.6
"1111","BOU-1.0","2011-08-29",85,8.13,715,8,17.3,"=",440,0,0.1,586,0.6,50.4,0.1,72100,0.1,0.6,7.7,1.4,5.258,982,5638,13176,32.1,4.2,40000,92.7,3.2,62,1.2,19.7,0.5,0.5,1,1.4,1.8,20.8
"1112","BOU-1.0","2011-09-19",72,7.22,1155,7.9,15.4,"=",410,1,0.1,177.7,0.4,66.7,0.1,101740,0.1,0.3,5.9,1.3,2.016,543,6398,24820,49,3.2,92240,26.4,2.6,27,1.1,9.2,0.5,0.5,1,1.5,0.9,9.2
"1113","BOU-1.0","2011-11-07",101,11.6,978,8.2,9,"=",54,0,0.1,1146.8,0.5,52.1,0.1,136736,0.1,0.4,3.9,1.2,2.642,570.6,14232,30620,34.5,2.8,119394,55,2.5,40,1.4,12.8,0.5,0.5,1,1.1,1,10.6
"1114","BOU-1.0","2011-11-21",102,13.07,962,8.1,4.7,"=",27,1,0.1,313.4,0.5,54.6,0.1,86980,0.1,0.3,4.2,1.1,2.966,578.4,5306,22180,40,3.2,77200,34,2.3,56,1.2,11.1,0.5,0.5,1,1.1,1.2,13.9
"1115","BOU-1.5P2","2011-05-10",124,13.33,1392,8.1,12,"<",10,1,0.1,56.6,0.2,37.7,0.1,96480,0.1,0.1,2.8,0.3,1.603,229.6,3522,27460,24.8,1,NA,34.5,1.3,16,0.6,4.7,0.5,0.5,1,0.5,0.6,7
"1116","BOU-1.5P2","2011-06-08",NA,NA,1602,7.9,17.4,"=",910,1,0.1,159,0.3,49.8,0.1,106028,0.1,0.3,2.8,0.7,3.484,555.8,4162,36000,46,1.2,157400,60.4,1.8,43,2,14,0.5,0.5,1,0.4,0.9,11.7
"1117","BOU-1.5P2","2011-06-27",96,8.81,1530,7.9,18.9,"=",63,-2,0.1,47.7,0.5,57.4,0.1,108156,0.102,0.2,2.9,0.3,1.741,357.2,4860,35060,36.9,2.9,161266,72.6,1.8,32,0.7,2,0.5,0.5,1,0.6,0.8,7.7
"1118","BOU-1.5P2","2011-08-29",82,7.86,820,7.7,17.2,"=",2000,0,0.1,74.5,0.3,35.3,0.1,62420,0.1,0.2,2.9,0.4,2.854,209.2,3586,17186,22.6,2.5,56100,20,1.4,24,0.7,3.8,0.5,0.5,1,0.7,0.6,12.1
"1119","BOU-1.5P2","2011-09-19",91,9.12,1189,8,14.7,"=",180,1,0.1,112.2,0.3,49.3,0.1,84260,0.1,0.1,2.6,2.4,2.198,368.2,3986,28720,30.3,1.7,NA,20,1.4,25,2.2,7.7,0.5,0.5,1,0.3,1,7.7
"1120","BOU-1.5P2","2011-11-07",94,10.83,1294,7.9,8.9,"=",63,1,0.1,50.6,0.3,43.3,0.1,93340,0.1,0.1,2.4,0.7,1.48,381.8,3398,28640,23.9,2.4,NA,20,1.2,27,0.8,3.3,0.5,0.5,1,0.3,0.6,7.2
"1121","BOU-1.5P2","2011-11-21",96,12.33,1181,8.1,4.6,"=",99,1,0.1,76.6,0.3,41.2,0.1,88220,0.1,0.1,2.7,0.9,2.38,399.4,3270,28800,25,1.6,NA,20,1.1,26,1.3,4.3,0.5,0.5,1,0.2,0.5,12.5
"1122","BOU-2.1","2011-05-10",96,10.79,950,8.1,9.2,"=",45,1,0.1,389.8,0.4,49.7,0.1,78940,0.197,0.6,15.4,1.6,6.02,1080.6,4144,14888,71.7,1.5,82400,295.5,2.5,63,3.5,31.2,0.5,0.5,1,0.9,1.9,64.3
"1123","BOU-2.1","2011-06-08",NA,NA,1159,7.5,17.7,"=",260,1,0.1,259.4,0.6,59.8,0.1,83820,0.1,0.4,25.2,0.8,4.36,1086.2,5036,19854,102.8,2.1,NA,323.1,2.3,65,1.2,14,0.5,0.5,1,0.8,1.2,14.3
"1124","BOU-2.1","2011-06-27",44,4.15,1041,7.8,17.9,"=",600,-2,0.1,243.6,0.6,69.1,0.1,91560,0.1,0.5,6.8,0.9,3.988,900,6702,19644,65.8,3.1,98840,252.7,2.6,64,1.4,16.7,0.5,0.5,1,1.2,1.4,15.4
"1125","BOU-2.1","2011-08-29",81,7.93,649,7.8,16.1,"=",490,0,0.1,29.7,0.7,28.6,0.1,32820,0.1,0.1,8.1,0.3,0.886,31.6,1607.2,10552,2.8,1.2,24860,117.4,0.6,57,0.2,13.9,0.5,0.5,1,0.3,0.5,3
"1126","BOU-2.1","2011-09-19",54,5.3,1118,7.8,14.5,"=",1500,1,0.1,406.6,0.5,78.2,0.1,110894,0.1,0.6,8.9,1.1,3.644,1034.4,7558,25240,83.9,3.8,89460,105.5,3.2,45,1.7,20.9,0.5,0.5,1,1.8,1.5,12.3
"1127","BOU-2.1","2011-11-07",81,9.73,859,8,7.5,"=",63,1,0.1,476,0.6,56.5,0.1,85400,0.1,0.6,3.6,1.5,3.624,948.2,4756,19414,57.9,2.9,57480,94.6,3.2,42,1.6,24,0.5,0.5,1,1.3,1.5,19.4
"1128","BOU-2.1","2011-11-21",86,11.14,903,8.2,4.3,"=",27,1,0.2,772.2,0.6,60.1,0.1,84080,0.12,0.7,4.1,2,5.34,1334.6,5406,19914,69.1,3,68640,85.6,3.5,70,2.4,33.2,0.5,0.5,1,1.3,2.1,20.9
"1129","BOU-2.9","2011-05-10",84,9.43,2041,7.6,9.7,"=",140,1,0.1,217.8,0.7,129.8,0.1,223704,0.1,0.8,651,0.9,3.434,4848,10702,29920,248.8,3.3,178904,1151,3.4,228,1.1,27.3,0.5,0.5,1,2.2,1.4,19.8
"1130","BOU-2.9","2011-06-08",NA,NA,1455,7.4,19.1,"=",270,1,0.1,49.2,0.6,79.8,0.1,105144,0.1,0.3,53.4,0.3,4.382,1253,6794,23760,144.6,2.6,146406,392.2,2.3,49,0.5,5,0.5,0.5,1,1,0.8,9.5
"1131","BOU-2.9","2011-06-27",54,5.02,1272,7.9,18.3,"=",220,-2,0.1,98.9,0.6,89.9,0.1,111520,0.1,0.4,14.1,0.4,2.676,809.2,9078,22900,66.1,4.2,130024,480.3,2.9,43,0.4,5.4,0.5,0.5,1,1.6,1,11
"1132","BOU-2.9","2011-08-29",88,8.42,571,7.8,17.3,"=",180,0,0.1,268.8,0.9,48,0.1,78300,0.239,0.6,9.3,1,4.624,523.2,6510,13940,31.2,5.3,39880,198.5,3.2,51,0.6,9.3,0.5,0.5,1,1.5,1.3,13.4
"1133","BOU-2.9","2011-09-19",69,6.88,1333,7.8,14.8,"=",220,1,0.1,95.6,0.5,93.9,0.1,133492,0.1,0.5,18.9,0.7,2.682,681.8,10882,29360,109.3,5.2,104996,218.1,3.4,29,0.7,6.1,0.5,0.5,1,2.7,0.8,11.9
"1134","BOU-2.9","2011-11-07",89,10.61,1355,8,7.8,"<",10,1,0.1,278.2,0.6,91.6,0.1,139524,0.383,0.6,6.4,1.1,5.422,1229,8940,29760,95.9,3.9,93080,238.2,4.8,36,1.3,15.6,0.5,0.5,1,2.8,1.3,34.7
"1135","BOU-2.9","2011-11-21",92,11.51,1452,8.2,5.4,"=",45,1,0.1,146.2,0.4,89.1,0.1,138662,0.1,0.4,6.3,0.8,3.24,611,9818,30460,77.6,4.1,132228,210.9,3.8,32,0.6,7.5,0.5,0.5,1,2.7,0.9,21.5
"1136","BOU-2.9P3","2011-05-10",117,12.46,705,8.4,12.3,"<",10,1,0.1,413.2,0.3,34.1,0.1,64320,0.1,0.4,3.4,1.1,3.782,709,2650,12908,31.6,1,54540,97.4,2,43,1.4,19.1,0.5,0.5,1,0.6,1.5,19
"1137","BOU-2.9P3","2011-06-08",NA,NA,729,8.2,20,"=",140,1,0.1,268.4,0.4,39.6,0.1,62160,0.1,0.3,3.1,0.7,3.462,472,2940,15404,42.1,1.6,58120,45.3,1.9,37,1.1,12.4,0.5,0.5,1,0.5,1.2,12.8
"1138","BOU-2.9P3","2011-06-27",NA,NA,696,8.9,20.5,"=",81,-2,0.1,100.5,0.4,39.8,0.1,63120,0.1,0.2,3.2,0.3,3.044,238.2,3940,16316,11.6,1.9,54680,20,1.3,26,0.5,8,0.5,0.5,1,0.7,0.9,7.9
"1139","BOU-2.9P3","2011-08-29",78,7.68,695,7.8,16.2,"=",410,0,0.1,345.6,0.4,44.3,0.1,64920,0.106,0.3,6.3,0.9,5.594,559.8,4590,11484,15.7,2.6,25740,29.2,2.3,43,0.8,12,0.5,0.5,1,0.9,1.2,24.1
"1140","BOU-2.9P3","2011-09-19",98,10.04,824,8.3,14.5,"=",230,1,0.1,285.2,0.3,49.3,0.1,81880,0.1,0.3,3.1,1.7,4.996,606,3888,20680,34.4,2.3,58880,20,2,40,1.6,22.4,0.5,0.5,1,0.9,1.1,14.9
"1141","BOU-2.9P3","2011-11-07",100,11.24,601,8.4,10.3,"<",10,1,0.1,152.3,0.4,33,0.1,55060,0.1,0.2,2.2,0.7,1.765,289.2,2422,13510,19.7,2.3,34140,20,1.4,20,0.4,7.7,0.5,0.5,1,0.5,0.8,7.8
"1142","BOU-2.9P3","2011-11-21",99,12.68,538,8.9,4.7,"<",10,1,0.2,1080.8,0.6,41.2,0.1,56540,0.154,0.8,2.5,2.5,6.328,1590.8,2894,14618,47.6,2.7,34240,20,3,88,3.1,50.6,0.5,0.5,1,0.5,2.5,23.7
